title,year,status,award
Frances O’Connor,2015,Nominee,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television"
Liev Schreiber,2015,Nominee,Best Performance by an Actor In A Television Series - Drama
Jon Voight,2015,Nominee,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television"
Edie Falco,2015,Nominee,Best Performance by an Actress in a Television Series - Musical or Comedy
William Macy,2015,Nominee,Best Performance by an Actor in a Television Series - Musical or Comedy
Julia Louis-Dreyfus,2015,Nominee,Best Performance by an Actress in a Television Series - Musical or Comedy
The Good Wife,2015,Nominee,Best Television Series - Drama
"Grand Budapest Hotel, The",2015,Winner,Best Motion Picture - Musical or Comedy
Selma,2015,Nominee,Best Motion Picture - Drama
Foxcatcher,2015,Nominee,Best Motion Picture - Drama
Into the Woods,2015,Nominee,Best Motion Picture - Musical or Comedy
St. Vincent,2015,Nominee,Best Motion Picture - Musical or Comedy
Big Hero 6,2015,Nominee,Best Motion Picture - Animated
Edie Falco,2015,Nominee,Best Performance by an Actress in a Television Series - Musical or Comedy
William Macy,2015,Nominee,Best Performance by an Actor in a Television Series - Musical or Comedy
Julia Louis-Dreyfus,2015,Nominee,Best Performance by an Actress in a Television Series - Musical or Comedy
The Good Wife,2015,Nominee,Best Television Series - Drama
"Grand Budapest Hotel, The",2015,Winner,Best Motion Picture - Musical or Comedy
Selma,2015,Nominee,Best Motion Picture - Drama
Foxcatcher,2015,Nominee,Best Motion Picture - Drama
Into the Woods,2015,Nominee,Best Motion Picture - Musical or Comedy
St. Vincent,2015,Nominee,Best Motion Picture - Musical or Comedy
Big Hero 6,2015,Nominee,Best Motion Picture - Animated
"Book of Life, The",2015,Nominee,Best Motion Picture - Animated
"Boxtrolls, The",2015,Nominee,Best Motion Picture - Animated
Force Majeure,2015,Nominee,Best Motion Picture – Non-English Language
Gett: The Trial of Viviane Amsalem,2015,Nominee,Best Motion Picture – Non-English Language
How to Train Your Dragon 2,2015,Winner,Best Motion Picture - Animated
Ida,2015,Nominee,Best Motion Picture – Non-English Language
"LEGO Movie, The",2015,Nominee,Best Motion Picture - Animated
Leviathan,2015,Winner,Best Motion Picture – Non-English Language
Pride,2015,Nominee,Best Motion Picture - Musical or Comedy
Tangerines,2015,Nominee,Best Motion Picture – Non-English Language
"Affair, The",2015,Winner,Best Television Series - Drama
Fargo,2015,Winner,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television"
True Detective,2015,Nominee,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television"
House of Cards,2015,Nominee,Best Television Series - Drama
The Normal Heart,2015,Nominee,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television"
Olive Kitteridge,2015,Nominee,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television"
Orange is the New Black,2015,Nominee,Best Television Series - Musical or Comedy
Downton Abbey,2015,Nominee,Best Television Series - Drama
Girls,2015,Nominee,Best Television Series - Musical or Comedy
Jane The Virgin,2015,Nominee,Best Television Series - Musical or Comedy
The Missing,2015,Nominee,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television"
Transparent,2015,Winner,Best Television Series - Musical or Comedy
Game of Thrones,2015,Nominee,Best Television Series - Drama
Silicon Valley,2015,Nominee,Best Television Series - Musical or Comedy
"""Glory""",2015,Winner,Best Original Song - Motion Picture
"""Big Eyes""",2015,Nominee,Best Original Song - Motion Picture
"""Yellow Flicker Beat""",2015,Nominee,Best Original Song - Motion Picture
"""Mercy Is""",2015,Nominee,Best Original Song - Motion Picture
"""Opportunity""",2015,Nominee,Best Original Song - Motion Picture
Ethan Hawke,2015,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture
The Theory of Everything,2015,Nominee,Best Motion Picture - Drama
Boyhood,2015,Winner,Best Motion Picture - Drama
The Imitation Game,2015,Nominee,Best Motion Picture - Drama
Birdman,2015,Nominee,Best Motion Picture - Musical or Comedy
Chiwetel Ejiofor,2014,Nominee,Best Performance by an Actor in a Motion Picture - Drama
Lupita Nyong’o,2014,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture
Michael Fassbender,2014,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture
Steve McQueen,2014,Nominee,Best Director - Motion Picture
John Ridley,2014,Nominee,Best Screenplay - Motion Picture
Hans Zimmer,2014,Nominee,Best Original Score - Motion Picture
Tom Hanks,2014,Nominee,Best Performance by an Actor in a Motion Picture - Drama
Barkhad Abdi,2014,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture
Paul Greengrass,2014,Nominee,Best Director - Motion Picture
Sandra Bullock,2014,Nominee,Best Performance by an Actress in a Motion Picture - Drama
Alfonso Cuarón,2014,Winner,Best Director - Motion Picture
Steven Price,2014,Nominee,Best Original Score - Motion Picture
Judi Dench,2014,Nominee,Best Performance by an Actress in a Motion Picture - Drama
"Jeff Pope, Steve Coogan",2014,Nominee,Best Screenplay - Motion Picture
Daniel Brühl,2014,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture
Amy Adams,2014,Winner,Best Performance by an Actress in a Motion Picture - Musical or Comedy
Christian Bale,2014,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy
Jennifer Lawrence,2014,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture
Bradley Cooper,2014,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture
David O. Russell,2014,Nominee,Best Director - Motion Picture
"David O. Russell, Eric Singer",2014,Nominee,Best Screenplay - Motion Picture
Bruce Dern,2014,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy
June Squibb,2014,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture
Alexander Payne,2014,Nominee,Best Director - Motion Picture
Bob Nelson,2014,Nominee,Best Screenplay - Motion Picture
Oscar Isaac,2014,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy
Idris Elba,2014,Nominee,Best Performance by an Actor in a Motion Picture - Drama
Alex Heffes,2014,Nominee,Best Original Score - Motion Picture
Joaquin Phoenix,2014,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy
Spike Jonze,2014,Winner,Best Screenplay - Motion Picture
Meryl Streep,2014,Nominee,Best Performance by an Actress in a Motion Picture - Musical or Comedy
Julia Roberts,2014,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture
Robert Redford,2014,Nominee,Best Performance by an Actor in a Motion Picture - Drama
Alex Ebert,2014,Winner,Best Original Score - Motion Picture
Cate Blanchett,2014,Winner,Best Performance by an Actress in a Motion Picture - Drama
Sally Hawkins,2014,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture
Matthew McConaughey,2014,Winner,Best Performance by an Actor in a Motion Picture - Drama
Jared Leto,2014,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture
Leonardo DiCaprio,2014,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy
Julie Delpy,2014,Nominee,Best Performance by an Actress in a Motion Picture - Musical or Comedy
Julia Louis-Dreyfus,2014,Nominee,Best Performance by an Actress in a Motion Picture - Musical or Comedy
Greta Gerwig,2014,Nominee,Best Performance by an Actress in a Motion Picture - Musical or Comedy
Kate Winslet,2014,Nominee,Best Performance by an Actress in a Motion Picture - Drama
Emma Thompson,2014,Nominee,Best Performance by an Actress in a Motion Picture - Drama
John Williams,2014,Nominee,Best Original Score - Motion Picture
Matt Damon,2014,Nominee,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television"
Michael Douglas,2014,Winner,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television"
Rob Lowe,2014,Nominee,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television"
Robin Wright,2014,Winner,Best Performance by an Actress In A Television Series - Drama
Kevin Spacey,2014,Nominee,Best Performance by an Actor In A Television Series - Drama
Corey Stoll,2014,Nominee,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television"
Bryan Cranston,2014,Winner,Best Performance by an Actor In A Television Series - Drama
Aaron Paul,2014,Nominee,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television"
Chiwetel Ejiofor,2014,Nominee,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television"
Jacqueline Bisset,2014,Winner,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television"
Rebecca Ferguson,2014,Nominee,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television"
Janet McTeer,2014,Nominee,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television"
Jessica Lange,2014,Nominee,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television"
Andy Samberg,2014,Winner,Best Performance by an Actor in a Television Series - Musical or Comedy
Lena Dunham,2014,Nominee,Best Performance by an Actress in a Television Series - Musical or Comedy
Michael Sheen,2014,Nominee,Best Performance by an Actor In A Television Series - Drama
Sofia Vergara,2014,Nominee,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television"
Amy Poehler,2014,Winner,Best Performance by an Actress in a Television Series - Musical or Comedy
Liev Schreiber,2014,Nominee,Best Performance by an Actor In A Television Series - Drama
Jon Voight,2014,Winner,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television"
Jim Parsons,2014,Nominee,Best Performance by an Actor in a Television Series - Musical or Comedy
Elisabeth Moss,2014,Winner,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television"
Jason Bateman,2014,Nominee,Best Performance by an Actor in a Television Series - Musical or Comedy
Helena Bonham Carter,2014,Nominee,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television"
Don Cheadle,2014,Nominee,Best Performance by an Actor in a Television Series - Musical or Comedy
Idris Elba,2014,Nominee,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television"
Hayden Panettiere,2014,Nominee,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television"
Zooey Deschanel,2014,Nominee,Best Performance by an Actress in a Television Series - Musical or Comedy
Edie Falco,2014,Nominee,Best Performance by an Actress in a Television Series - Musical or Comedy
Taylor Schilling,2014,Nominee,Best Performance by an Actress In A Television Series - Drama
Tatiana Maslany,2014,Nominee,Best Performance by an Actress In A Television Series - Drama
Monica Potter,2014,Nominee,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television"
Kerry Washington,2014,Nominee,Best Performance by an Actress In A Television Series - Drama
James Spader,2014,Nominee,Best Performance by an Actor In A Television Series - Drama
Michael J. Fox,2014,Nominee,Best Performance by an Actor in a Television Series - Musical or Comedy
Julia Louis-Dreyfus,2014,Nominee,Best Performance by an Actress in a Television Series - Musical or Comedy
Julianna Margulies,2014,Nominee,Best Performance by an Actress In A Television Series - Drama
Josh Charles,2014,Nominee,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television"
Captain Phillips,2014,Nominee,Best Motion Picture - Drama
Gravity,2014,Nominee,Best Motion Picture - Drama
Philomena,2014,Nominee,Best Motion Picture - Drama
The Great Beauty,2014,Winner,Best Motion Picture – Non-English Language
The Hunt,2014,Nominee,Best Motion Picture – Non-English Language
The Past,2014,Nominee,Best Motion Picture – Non-English Language
The Wind Rises,2014,Nominee,Best Motion Picture – Non-English Language
Behind the Candelabra,2014,Winner,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television"
House of Cards,2014,Nominee,Best Television Series - Drama
Breaking Bad,2014,Winner,Best Television Series - Drama
Dancing on the Edge,2014,Nominee,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television"
The White Queen,2014,Nominee,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television"
American Horror Story: Coven,2014,Nominee,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television"
