Movie_ID,Movie_Name,Rating,Votes,Meta_score,PG_Rating,Year,Duration,Director,Director_ID
986,Kung Fu Panda 2,7.2,309000,67,PG,2011,1h 30m,Jennifer Yuh Nelson,346
987,The Avengers,8.0,1400000,69,PG-13,2012,2h 23m,Joss Whedon,442
988,Serenity,7.8,303000,74,PG-13,2005,1h 59m,Joss Whedon,442
989,Avengers: Age of Ultron,7.3,908000,66,PG-13,2015,2h 21m,Joss Whedon,442
990,To Catch a Killer,6.6,31000,43,R,2023,1h 59m,DamiÃ¡n Szifron,443
991,In Time,6.7,438000,53,PG-13,2011,1h 49m,Andrew Niccol,444
992,Gattaca,7.7,318000,64,PG-13,1997,1h 46m,Andrew Niccol,444
993,Platoon,8.1,432000,92,R,1986,2h,Oliver Stone,445
994,Natural Born Killers,7.2,248000,74,R,1994,1h 59m,Oliver Stone,445
995,JFK,8.0,167000,72,R,1991,3h 9m,Oliver Stone,445
996,Les MisÃ©rables,7.5,342000,63,PG-13,2012,2h 38m,Tom Hooper,446
997,The King's Speech,8.0,701000,88,R,2010,1h 58m,Tom Hooper,446
998,Beautiful Boy,7.4,94000,62,R,2018,2h,Felix van Groeningen,447
999,Saturday Night Fever,6.8,86000,77,R,1977,1h 58m,John Badham,448
1000,The Father,8.2,183000,88,PG-13,2020,1h 37m,Florian Zeller,449
1001,Diary of a Wimpy Kid,6.2,57000,56,PG,2010,1h 34m,Thor Freudenthal,450
1002,Percy Jackson: Sea of Monsters,5.7,124000,39,PG,2013,1h 46m,Thor Freudenthal,450
1003,Love at First Sight,6.8,27000,55,PG-13,2023,1h 31m,Vanessa Caswill,451
1004,The Perks of Being a Wallflower,7.9,539000,67,PG-13,2012,1h 43m,Stephen Chbosky,452
1005,Wonder,7.9,175000,66,PG,2017,1h 53m,Stephen Chbosky,452
1006,Casablanca,8.5,597000,100,PG,1942,1h 42m,Michael Curtiz,453
1007,Bodies Bodies Bodies,6.2,62000,69,R,2022,1h 34m,Halina Reijn,454
1008,Die Another Day,6.1,227000,56,PG-13,2002,2h 13m,Lee Tamahori,455
1009,Blonde,5.5,70000,50,NC-17,2022,2h 47m,Andrew Dominik,456
1010,Killing Them Softly,6.2,151000,64,R,2012,1h 37m,Andrew Dominik,456
1011,Hamilton,8.3,109000,88,PG-13,2020,2h 40m,Thomas Kail,457
1012,Now You See Me,7.2,696000,50,PG-13,2013,1h 55m,Louis Leterrier,112
1013,The Incredible Hulk,6.6,517000,61,PG-13,2008,1h 52m,Louis Leterrier,112
1014,Clash of the Titans,5.8,290000,39,PG-13,2010,1h 46m,Louis Leterrier,112
1015,My Big Fat Greek Wedding 3,5.2,6600,35,PG-13,2023,1h 32m,Nia Vardalos,458
1016,The Pale Blue Eye,6.6,119000,56,R,2022,2h 8m,Scott Cooper,459
1017,Hostiles,7.2,93000,65,R,2017,2h 14m,Scott Cooper,459
1018,Black Mass,6.9,190000,68,R,2015,2h 3m,Scott Cooper,459
1019,It Happened on Fifth Avenue,7.6,6100,66,Passed,1947,1h 56m,Roy Del Ruth,460
1020,The Imitation Game,8.0,811000,71,PG-13,2014,1h 54m,Morten Tyldum,461
1021,Passengers,7.0,436000,41,PG-13,2016,1h 56m,Morten Tyldum,461
1022,After,5.3,63000,30,PG-13,2019,1h 45m,Jenny Gage,462
1023,Scrooge: A Christmas Carol,6.2,7100,46,TV-Y7,2022,1h 36m,Stephen Donnelly,463
1024,The Ritual,6.3,115000,57,TV-MA,2017,1h 34m,David Bruckner,464
1025,Into the Wild,8.1,649000,73,R,2007,2h 28m,Sean Penn,465
1026,Independence Day,7.0,598000,59,PG-13,1996,2h 25m,Roland Emmerich,387
1027,The Day After Tomorrow,6.5,470000,47,PG-13,2004,2h 4m,Roland Emmerich,387
1028,Moonfall,5.1,96000,41,PG-13,2022,2h 10m,Roland Emmerich,387
1029,Stargate,7.0,202000,42,PG-13,1994,1h 56m,Roland Emmerich,387
1030,The Patriot,7.2,289000,63,R,2000,2h 45m,Roland Emmerich,387
1031,Midway,6.7,93000,47,PG-13,2019,2h 18m,Roland Emmerich,387
1032,2012,5.8,393000,49,PG-13,2009,2h 38m,Roland Emmerich,387
1033,Independence Day: Resurgence,5.2,187000,32,PG-13,2016,2h,Roland Emmerich,387
1034,Transformers,7.0,667000,61,PG-13,2007,2h 24m,Michael Bay,466
1035,Transformers: The Last Knight,5.2,166000,27,PG-13,2017,2h 34m,Michael Bay,466
1036,Ambulance,6.1,90000,55,R,2022,2h 16m,Michael Bay,466
1037,Armageddon,6.7,445000,42,PG-13,1998,2h 31m,Michael Bay,466
1038,Pearl Harbor,6.2,348000,44,PG-13,2001,3h 3m,Michael Bay,466
1039,13 Hours,7.3,157000,48,R,2016,2h 24m,Michael Bay,466
1040,The Rock,7.4,354000,58,R,1996,2h 16m,Michael Bay,466
1041,Bad Boys,6.8,281000,41,R,1995,1h 59m,Michael Bay,466
1042,6 Underground,6.1,192000,41,R,2019,2h 8m,Michael Bay,466
1043,The Island,6.8,325000,50,PG-13,2005,2h 16m,Michael Bay,466
1044,Transformers: Age of Extinction,5.6,328000,32,PG-13,2014,2h 45m,Michael Bay,466
1045,Lady Chatterley's Lover,6.6,22000,67,R,2022,2h 6m,Laure de Clermont-Tonnerre,467
1046,Closer,7.2,233000,65,R,2004,1h 44m,Mike Nichols,468
1047,The Graduate,8.0,285000,83,PG,1967,1h 46m,Mike Nichols,468
1048,The Birdcage,7.2,98000,72,R,1996,1h 57m,Mike Nichols,468
1049,Vegas Vacation,5.9,52000,20,PG,1997,1h 33m,Stephen Kessler,469
1050,Labyrinth,7.3,147000,50,PG,1986,1h 41m,Jim Henson,470
1051,The Pelican Brief,6.6,94000,51,PG-13,1993,2h 21m,Alan J. Pakula,471
1052,Sophie's Choice,7.5,52000,68,R,1982,2h 30m,Alan J. Pakula,471
1053,The Fugitive,7.8,313000,87,PG-13,1993,2h 10m,Andrew Davis,472
1054,Holes,7.0,98000,71,PG,2003,1h 57m,Andrew Davis,472
1055,The Secret: Dare to Dream,6.5,17000,32,PG,2020,1h 47m,Andy Tennant,473
1056,Ever After: A Cinderella Story,7.1,81000,66,PG-13,1998,2h 1m,Andy Tennant,473
1057,Sweet Home Alabama,6.2,122000,45,PG-13,2002,1h 48m,Andy Tennant,473
1058,Scrooge,7.5,12000,58,G,1970,1h 53m,Ronald Neame,474
1059,Jumanji: Welcome to the Jungle,6.9,413000,58,PG-13,2017,1h 59m,Jake Kasdan,475
1060,Jumanji: The Next Level,6.7,275000,58,PG-13,2019,2h 3m,Jake Kasdan,475
1061,Bad Teacher,5.6,211000,47,R,2011,1h 32m,Jake Kasdan,475
1062,Sex Tape,5.1,117000,36,R,2014,1h 34m,Jake Kasdan,475
1063,Notting Hill,7.2,334000,68,PG-13,1999,2h 4m,Roger Michell,476
1064,City of Angels,6.7,126000,54,PG-13,1998,1h 54m,Brad Silberling,479
1065,Casper,6.2,145000,49,PG,1995,1h 40m,Brad Silberling,479
1066,A Series of Unfortunate Events,6.8,218000,62,PG,2004,1h 48m,Brad Silberling,479
1067,Pleasure,6.4,21000,75,R,2021,1h 49m,Ninja Thyberg,480
1068,M3GAN,6.4,134000,72,PG-13,2022,1h 42m,Gerard Johnstone,481
1069,Rocky,8.1,617000,70,PG,1976,2h,John G. Avildsen,482
1070,The Karate Kid,7.3,240000,60,PG,1984,2h 6m,John G. Avildsen,482
1071,Ted,6.9,644000,62,R,2012,1h 46m,Seth MacFarlane,483
1072,Ted 2,6.3,227000,48,R,2015,1h 55m,Seth MacFarlane,483
1073,The Cell,6.4,108000,40,R,2000,1h 47m,Tarsem Singh,484
1074,Immortals,6.0,175000,46,R,2011,1h 50m,Tarsem Singh,484
1075,A Bronx Tale,7.8,156000,80,R,1993,2h 1m,Robert De Niro,488
1076,Fool's Paradise,4.7,4900,27,R,2023,1h 38m,Charlie Day,489
1077,Psycho,8.5,707000,97,R,1960,1h 49m,Alfred Hitchcock,490
1078,The Man Who Knew Too Much,7.4,68000,76,PG,1956,2h,Alfred Hitchcock,490
1079,Rear Window,8.5,514000,100,PG,1954,1h 52m,Alfred Hitchcock,490
1080,North by Northwest,8.3,341000,98,Approved,1959,2h 16m,Alfred Hitchcock,490
1081,Vertigo,8.3,421000,100,PG,1958,2h 8m,Alfred Hitchcock,490
1082,The Reader,7.6,256000,58,R,2008,2h 4m,Stephen Daldry,493
1083,Nocturnal Animals,7.5,298000,67,R,2016,1h 56m,Tom Ford,494
1084,Ernest Saves Christmas,5.7,13000,44,PG,1988,1h 35m,John R. Cherry III,495
1085,Rise of the Guardians,7.2,189000,58,PG,2012,1h 37m,Peter Ramsey,224
1086,Haunted Mansion,6.1,38000,47,PG-13,2023,2h 3m,Justin Simien,497
1087,Black Panther,7.3,824000,88,PG-13,2018,2h 14m,Ryan Coogler,498
1088,Black Panther: Wakanda Forever,6.7,293000,67,PG-13,2022,2h 41m,Ryan Coogler,498
1089,Creed,7.6,306000,82,PG-13,2015,2h 13m,Ryan Coogler,498
1090,Retribution,5.3,15000,43,R,2023,1h 31m,NimrÃ³d Antal,499
1091,Predators,6.4,241000,51,R,2010,1h 47m,NimrÃ³d Antal,499
1092,Insidious: The Red Door,5.5,44000,45,PG-13,2023,1h 47m,Patrick Wilson,501
1093,Save the Last Dance,6.2,65000,53,PG-13,2001,1h 52m,Thomas Carter,502
1094,The House That Jack Built,6.8,88000,42,R,2018,2h 32m,Lars von Trier,503
1095,Melancholia,7.1,193000,81,R,2011,2h 15m,Lars von Trier,503
1096,Dogville,8.0,156000,61,R,2003,2h 58m,Lars von Trier,503
1097,The Incredibles,8.0,790000,90,PG,2004,1h 55m,Brad Bird,377
1098,Tomorrowland,6.4,189000,60,PG,2015,2h 10m,Brad Bird,377
1099,Mission: Impossible - Ghost Protocol,7.4,522000,73,PG-13,2011,2h 12m,Brad Bird,377
1100,Incredibles 2,7.6,322000,80,PG,2018,1h 58m,Brad Bird,377
1101,The Mask,6.9,411000,59,PG-13,1994,1h 41m,Chuck Russell,504
1102,Event Horizon,6.6,194000,35,R,1997,1h 36m,Paul W.S. Anderson,507
1103,The Three Musketeers,5.7,111000,35,PG-13,2011,1h 50m,Paul W.S. Anderson,507
1104,Resident Evil,6.6,284000,33,R,2002,1h 40m,Paul W.S. Anderson,507
1105,Jules,6.8,7100,57,PG-13,2023,1h 27m,Marc Turtletaub,511
1106,Margin Call,7.1,142000,76,R,2011,1h 47m,J.C. Chandor,512
1107,Triple Frontier,6.5,142000,61,R,2019,2h 5m,J.C. Chandor,512
1108,Disobedience,6.6,35000,74,R,2017,1h 54m,SebastiÃ¡n Lelio,513
1109,Star Wars: Episode V - The Empire Strikes Back,8.7,1400000,82,PG,1980,2h 4m,Irvin Kershner,514
1110,Never Say Never Again,6.1,72000,68,PG,1983,2h 14m,Irvin Kershner,514
1111,Frequency,7.4,114000,67,PG-13,2000,1h 58m,Gregory Hoblit,515
1112,Primal Fear,7.7,241000,47,R,1996,2h 9m,Gregory Hoblit,515
1113,Chronicle,7.0,261000,69,PG-13,2012,1h 24m,Josh Trank,516
1114,Fantastic Four,4.3,174000,27,PG-13,2015,1h 40m,Josh Trank,516
1115,Waitress,7.0,48000,75,PG-13,2007,1h 48m,Adrienne Shelly,517
1116,The Mother,5.6,44000,45,R,2023,1h 55m,Niki Caro,518
1117,"To Sir, with Love",7.6,20000,55,Approved,1967,1h 45m,James Clavell,519
1118,Crazy Rich Asians,6.9,186000,74,PG-13,2018,2h,Jon M. Chu,520
1119,Now You See Me 2,6.4,314000,46,PG-13,2016,2h 9m,Jon M. Chu,520
1120,The Little Things,6.3,120000,54,R,2021,2h 8m,John Lee Hancock,521
1121,The Highwaymen,6.9,100000,58,R,2019,2h 12m,John Lee Hancock,521
1122,The Founder,7.2,171000,66,PG-13,2016,1h 55m,John Lee Hancock,521
1123,The Blind Side,7.6,355000,53,PG-13,2009,2h 9m,John Lee Hancock,521
1124,The Firm,6.9,145000,58,R,1993,2h 34m,Sydney Pollack,522
1125,Mamma Mia! Here We Go Again,6.6,106000,60,PG-13,2018,1h 54m,Ol Parker,523
1126,Ticket to Paradise,6.1,61000,50,PG-13,2022,1h 44m,Ol Parker,523
1127,Big,7.3,236000,73,PG,1988,1h 44m,Penny Marshall,524
1128,The Death of Stalin,7.2,111000,88,R,2017,1h 47m,Armando Iannucci,525
1129,Airheads,6.2,55000,46,PG-13,1994,1h 32m,Michael Lehmann,526
1130,Heathers,7.2,113000,72,R,1988,1h 43m,Michael Lehmann,526
1131,Nightcrawler,7.8,591000,76,R,2014,1h 57m,Dan Gilroy,527
1132,Love Again,5.9,11000,32,PG-13,2023,1h 44m,Jim Strouse,528
1133,Waiting...,6.7,104000,30,R,2005,1h 34m,Rob McKittrick,529
1134,The Royal Hotel,5.9,6000,77,R,2023,1h 31m,Kitty Green,530
1135,Mission: Impossible II,6.1,372000,59,PG-13,2000,2h 3m,John Woo,531
1136,Face/Off,7.3,395000,82,R,1997,2h 18m,John Woo,531
1137,The Proposal,6.7,349000,48,PG-13,2009,1h 48m,Anne Fletcher,532
1138,Something from Tiffany's,6.2,9600,46,PG,2022,1h 27m,Daryl Wein,533
1139,V for Vendetta,8.2,1200000,62,R,2005,2h 12m,James McTeigue,534
1140,White Noise,5.7,43000,66,R,2022,2h 16m,Noah Baumbach,537
1141,Marriage Story,7.9,338000,94,R,2019,2h 17m,Noah Baumbach,537
1142,Angel Heart,7.2,94000,61,X,1987,1h 53m,Alan Parker,538
1143,Hell or High Water,7.6,247000,88,R,2016,1h 42m,David Mackenzie,539
1144,The Persian Version,6.4,1400,61,R,2023,1h 47m,Maryam Keshavarz,540
1145,Pitch Perfect,7.1,326000,66,PG-13,2012,1h 52m,Jason Moore,541
1146,Rise of the Planet of the Apes,7.6,551000,68,PG-13,2011,1h 45m,Rupert Wyatt,542
1147,The Human Centipede (First Sequence),4.4,86000,33,R,2009,1h 32m,Tom Six,543
1148,Unbroken,7.2,180000,59,PG-13,2014,2h 17m,Angelina Jolie,544
1149,The Stranger,6.6,25000,74,TV-MA,2022,1h 57m,Thomas M. Wright,546
1150,WALLÂ·E,8.4,1200000,95,G,2008,1h 38m,Andrew Stanton,535
1151,John Carter,6.6,283000,51,PG-13,2012,2h 12m,Andrew Stanton,535
1152,Fingernails,5.9,6000,63,R,2023,1h 53m,Christos Nikou,547
1153,Focus,6.6,270000,56,R,2015,1h 45m,Glenn FicarraJohn Requa,548
1154,Remember the Night,7.6,6800,78,Passed,1939,1h 34m,Mitchell Leisen,551
1155,Sleeping Beauty,5.3,34000,61,TV-14,2011,1h 41m,Julia Leigh,552
1156,Remember the Titans,7.8,228000,48,PG,2000,1h 53m,Boaz Yakin,553
1157,The Black Phone,6.9,183000,65,R,2021,1h 43m,Scott Derrickson,554
1158,Sinister,6.8,274000,53,R,2012,1h 50m,Scott Derrickson,554
1159,Doctor Strange,7.5,789000,72,PG-13,2016,1h 55m,Scott Derrickson,554
1160,The Impossible,7.5,238000,73,PG-13,2012,1h 54m,J.A. Bayona,555
1161,Jurassic World: Fallen Kingdom,6.1,337000,51,PG-13,2018,2h 8m,J.A. Bayona,555
1162,Room,8.1,443000,86,R,2015,1h 58m,Lenny Abrahamson,556
1163,The Invisible Man,7.1,249000,72,R,2020,2h 4m,Leigh Whannell,557
1164,Upgrade,7.5,202000,67,R,2018,1h 40m,Leigh Whannell,557
1165,Wild Things,6.6,128000,52,R,1998,1h 48m,John McNaughton,558
1166,Passages,6.8,7600,79,Unrated,2023,1h 31m,Ira Sachs,559
1167,500 Days of Summer,7.7,546000,76,PG-13,2009,1h 35m,Marc Webb,560
1168,The Amazing Spider-Man,6.9,691000,66,PG-13,2012,2h 16m,Marc Webb,560
1169,The Amazing Spider-Man 2,6.6,529000,53,PG-13,2014,2h 22m,Marc Webb,560
1170,Gifted,7.6,127000,60,PG-13,2017,1h 41m,Marc Webb,560
1171,The Devil's Advocate,7.5,395000,60,R,1997,2h 24m,Taylor Hackford,561
1172,Weird: The Al Yankovic Story,6.9,36000,70,TV-14,2022,1h 48m,Eric Appel,562
1173,Scary Movie,6.3,281000,48,R,2000,1h 28m,Keenen Ivory Wayans,563
1174,White Chicks,5.8,159000,41,PG-13,2004,1h 49m,Keenen Ivory Wayans,563
1175,Scary Movie 2,5.3,172000,29,R,2001,1h 23m,Keenen Ivory Wayans,563
1176,Nightmare Alley,7.0,161000,70,R,2021,2h 30m,Guillermo del Toro,411
1177,The Shape of Water,7.3,441000,87,R,2017,2h 3m,Guillermo del Toro,411
1178,Pacific Rim,6.9,523000,65,PG-13,2013,2h 11m,Guillermo del Toro,411
1179,The Out-Laws,5.4,33000,36,R,2023,1h 35m,Tyler Spindel,564
1180,Mamma Mia!,6.5,267000,51,PG-13,2008,1h 48m,Phyllida Lloyd,565
1181,Scooby-Doo,5.3,123000,35,PG,2002,1h 26m,Raja Gosnell,568
1182,A Castle for Christmas,5.6,15000,53,TV-G,2021,1h 38m,Mary Lambert,569
1183,Plane,6.5,72000,62,R,2023,1h 47m,Jean-FranÃ§ois Richet,571
1184,Spotlight,8.1,494000,93,R,2015,2h 9m,Tom McCarthy,572
1185,Stillwater,6.6,54000,60,R,2021,2h 19m,Tom McCarthy,572
1186,Click,6.4,351000,45,PG-13,2006,1h 47m,Frank Coraci,574
1187,The Waterboy,6.1,175000,41,PG-13,1998,1h 30m,Frank Coraci,574
1188,Blended,6.5,141000,31,PG-13,2014,1h 57m,Frank Coraci,574
1189,The Wedding Singer,6.9,160000,59,PG-13,1998,1h 37m,Frank Coraci,574
1190,Live Free or Die Hard,7.1,417000,69,PG-13,2007,2h 8m,Len Wiseman,575
1191,Underworld,7.0,282000,42,R,2003,2h 1m,Len Wiseman,575
1192,The Miracle Club,6.3,2000,49,PG-13,2023,1h 30m,Thaddeus O'Sullivan,576
1193,Galaxy Quest,7.4,173000,70,PG,1999,1h 42m,Dean Parisot,577
1194,The Devil All the Time,7.1,149000,55,R,2020,2h 18m,Antonio Campos,578
1195,Red Dawn,6.3,62000,53,PG-13,1984,1h 54m,John Milius,579
1196,Conan the Barbarian,6.9,160000,43,R,1982,2h 9m,John Milius,579
1197,Life,6.6,248000,54,R,2017,1h 44m,Daniel Espinosa,580
1198,Morbius,5.2,145000,35,PG-13,2022,1h 44m,Daniel Espinosa,580
1199,She Came to Me,6.0,2600,53,R,2023,1h 42m,Rebecca Miller,581
1200,Jingle Jangle: A Christmas Journey,6.5,20000,69,PG,2020,2h 2m,David E. Talbert,583
1201,Interview with the Vampire: The Vampire Chronicles,7.5,342000,60,R,1994,2h 3m,Neil Jordan,584
1202,Marlowe,5.3,9200,41,R,2022,1h 49m,Neil Jordan,584
1203,It Follows,6.8,263000,83,R,2014,1h 40m,David Robert Mitchell,585
1204,Under the Silver Lake,6.5,49000,60,R,2018,2h 19m,David Robert Mitchell,585
1205,Creed III,6.7,88000,73,PG-13,2023,1h 56m,Michael B. Jordan,586
1206,The Texas Chain Saw Massacre,7.4,180000,89,R,1974,1h 23m,Tobe Hooper,587
1207,Lifeforce,6.1,29000,50,R,1985,1h 41m,Tobe Hooper,587
1208,Poltergeist,7.3,177000,79,PG,1982,1h 54m,Tobe Hooper,587
1209,Foe,5.3,2400,44,R,2023,1h 50m,Garth Davis,588
1210,Book Club: The Next Chapter,5.6,5700,46,PG-13,2023,1h 47m,Bill Holderman,589
1211,The World Is Not Enough,6.4,208000,57,PG-13,1999,2h 8m,Michael Apted,590
1212,The Chronicles of Narnia: The Voyage of the Dawn Treader,6.3,164000,53,PG,2010,1h 53m,Michael Apted,590
1213,The Kill Room,5.4,3600,58,R,2023,1h 38m,Nicol Paone,591
1214,Legally Blonde,6.4,240000,59,PG-13,2001,1h 36m,Robert Luketic,592
1215,The Pope's Exorcist,6.1,76000,45,R,2023,1h 43m,Julius Avery,593
1216,Everest,7.1,228000,64,PG-13,2015,2h 1m,Baltasar KormÃ¡kur,594
1217,Freud's Last Session,8.5,107,57,PG-13,2023,1h 48m,Matt Brown,595
1218,Easy A,7.0,411000,72,PG-13,2010,1h 32m,Will Gluck,596
1219,Friends with Benefits,6.5,389000,63,R,2011,1h 49m,Will Gluck,596
1220,Brokeback Mountain,7.7,376000,87,R,2005,2h 14m,Ang Lee,597
1221,Sense and Sensibility,7.7,123000,84,PG,1995,2h 16m,Ang Lee,597
1222,Life of Pi,7.9,658000,79,PG,2012,2h 7m,Ang Lee,597
1223,Hulk,5.6,276000,54,PG-13,2003,2h 18m,Ang Lee,597
1224,Warrior,8.1,491000,71,PG-13,2011,2h 20m,Gavin O'Connor,598
1225,The Accountant,7.3,313000,51,R,2016,2h 8m,Gavin O'Connor,598
1226,My Girl,6.9,87000,56,PG,1991,1h 42m,Howard Zieff,599
1227,Dirty Dancing,7.0,250000,65,PG-13,1987,1h 40m,Emile Ardolino,600
1228,Mixed Nuts,5.4,13000,14,PG-13,1994,1h 37m,Nora Ephron,601
1229,Sleepless in Seattle,6.8,188000,72,PG,1993,1h 45m,Nora Ephron,601
1230,You've Got Mail,6.7,226000,57,PG,1998,1h 59m,Nora Ephron,601
1231,Patriot Games,6.8,119000,64,R,1992,1h 57m,Phillip Noyce,602
1232,The Giver,6.4,124000,47,PG-13,2014,1h 37m,Phillip Noyce,602
1233,Clear and Present Danger,6.9,106000,72,PG-13,1994,2h 21m,Phillip Noyce,602
1234,Salt,6.4,327000,65,PG-13,2010,1h 40m,Phillip Noyce,602
1235,Showing Up,6.4,3700,85,R,2022,1h 47m,Kelly Reichardt,603
1236,Better Off Dead...,7.1,48000,51,PG,1985,1h 37m,Savage Steve Holland,604
1237,Remember Me,7.1,154000,40,PG-13,2010,1h 53m,Allen Coulter,605
1238,Steel Magnolias,7.3,62000,56,PG,1989,1h 57m,Herbert Ross,606
1239,Footloose,6.6,89000,42,PG,1984,1h 47m,Herbert Ross,606
1240,Lone Survivor,7.5,303000,60,R,2013,2h 1m,Peter Berg,607
1241,Deepwater Horizon,7.1,179000,68,PG-13,2016,1h 47m,Peter Berg,607
1242,Blade,7.1,293000,47,R,1998,2h,Stephen Norrington,608
1243,The Descent,7.2,242000,71,R,2005,1h 39m,Neil Marshall,609
1244,Hellboy,5.2,96000,31,R,2019,2h,Neil Marshall,609
1245,Napoleon Dynamite,7.0,233000,64,PG,2004,1h 36m,Jared Hess,612
1246,Black Widow,6.7,415000,68,PG-13,2021,2h 14m,Cate Shortland,613
1247,Bridge to Terabithia,7.2,169000,74,PG,2007,1h 36m,Gabor Csupo,614
1248,Dredd,7.1,290000,60,R,2012,1h 35m,Pete Travis,615
1249,Champions,6.8,23000,50,PG-13,2023,2h 4m,Bobby Farrelly,573
1250,I Spit on Your Grave,6.2,91000,27,R,2010,1h 48m,Steven R. Monroe,619
1251,Venom: Let There Be Carnage,5.9,252000,49,PG-13,2021,1h 37m,Andy Serkis,620
1252,Last Holiday,6.6,35000,52,PG-13,2006,1h 52m,Wayne Wang,621
1253,Knights of the Zodiac,4.4,10000,35,PG-13,2023,1h 52m,Tomasz Baginski,623
1254,Alfie,7.0,16000,70,Unrated,1966,1h 54m,Lewis Gilbert,624
1255,Moonraker,6.2,107000,66,PG,1979,2h 6m,Lewis Gilbert,624
1256,The Spy Who Loved Me,7.0,115000,55,PG,1977,2h 5m,Lewis Gilbert,624
1257,Just Go with It,6.4,261000,33,PG-13,2011,1h 57m,Dennis Dugan,625
1258,Happy Gilmore,7.0,243000,31,PG-13,1996,1h 32m,Dennis Dugan,625
1259,Grown Ups,6.0,269000,30,PG-13,2010,1h 42m,Dennis Dugan,625
1260,Grown Ups 2,5.4,166000,19,PG-13,2013,1h 41m,Dennis Dugan,625
1261,Big Daddy,6.4,230000,41,PG-13,1999,1h 33m,Dennis Dugan,625
1262,The Boogeyman,5.9,40000,55,PG-13,2023,1h 38m,Rob Savage,626
1263,Tetris,7.4,75000,61,R,2023,1h 58m,Jon S. Baird,627
1264,"The Cook, the Thief, His Wife & Her Lover",7.5,41000,62,X,1989,2h 4m,Peter Greenaway,628
1265,Lakeview Terrace,6.2,55000,47,PG-13,2008,1h 50m,Neil LaBute,631
1266,Tomorrow Never Dies,6.5,203000,52,PG-13,1997,1h 59m,Roger Spottiswoode,633
1267,Mary Poppins,7.8,183000,88,G,1964,2h 19m,Robert Stevenson,634
1268,The Nun,5.3,166000,46,R,2018,1h 36m,Corin Hardy,635
1269,American Symphony,7.3,861,76,PG-13,2023,1h 44m,Matthew Heineman,636
1270,You Are So Not Invited to My Bat Mitzvah,6.0,22000,71,PG-13,2023,1h 43m,Sammi Cohen,637
1271,Legion,5.3,111000,32,R,2010,1h 40m,Scott Stewart,638
1272,I'm Thinking of Ending Things,6.6,97000,78,R,2020,2h 14m,Charlie Kaufman,640
1273,Reality,6.7,15000,84,TV-MA,2023,1h 23m,Tina Satter,641
1274,Highlander,7.0,145000,24,R,1986,1h 56m,Russell Mulcahy,642
1275,Teen Wolf: The Movie,5.5,14000,51,TV-MA,2023,2h 20m,Russell Mulcahy,642
1276,Brazil,7.9,209000,84,R,1985,2h 12m,Terry Gilliam,643
1277,Sleepers,7.5,235000,49,R,1996,2h 27m,Barry Levinson,644
1278,Rain Man,8.0,538000,65,R,1988,2h 13m,Barry Levinson,644
1279,A Merry Friggin' Christmas,5.1,8000,28,PG-13,2014,1h 28m,Tristram Shapeero,645
1280,Demolition,7.0,108000,49,R,2015,1h 41m,Jean-Marc VallÃ©e,646
1281,Dallas Buyers Club,7.9,512000,77,R,2013,1h 57m,Jean-Marc VallÃ©e,646
1282,The Road,7.2,251000,64,R,2009,1h 51m,John Hillcoat,647
1283,Lawless,7.2,251000,58,R,2012,1h 56m,John Hillcoat,647
1284,The Bad Guys,6.8,55000,64,PG,2022,1h 40m,Pierre Perifel,648
1285,The Nutcracker: The Untold Story,4.1,4100,18,PG,2010,1h 50m,Andrey Konchalovskiy,649
1286,Manchester by the Sea,7.8,305000,96,R,2016,2h 17m,Kenneth Lonergan,650
1287,The Call of the Wild,6.7,55000,48,PG,2020,1h 40m,Chris Sanders,567
1288,Wrong Turn,6.1,129000,32,R,2003,1h 24m,Rob Schmidt,653
1289,The Cabin in the Woods,7.0,443000,72,R,2011,1h 35m,Drew Goddard,654
1290,Bad Times at the El Royale,7.1,162000,60,R,2018,2h 21m,Drew Goddard,654
1291,1408,6.8,290000,64,PG-13,2007,1h 44m,Mikael HÃ¥fstrÃ¶m,655
1292,The Rocker,6.2,40000,53,PG-13,2008,1h 42m,Peter Cattaneo,656
1293,Dances with Wolves,8.0,285000,72,PG-13,1990,3h 1m,Kevin Costner,657
1294,Star Wars: Episode VI - Return of the Jedi,8.3,1100000,58,PG,1983,2h 11m,Richard Marquand,658
1295,Crash,7.7,446000,66,R,2004,1h 52m,Paul Haggis,659
1296,The Power of the Dog,6.8,190000,89,R,2021,2h 6m,Jane Campion,660
1297,Hot Tub Time Machine,6.4,184000,63,R,2010,1h 39m,Steve Pink,664
1298,They Cloned Tyrone,6.6,35000,74,R,2023,2h 2m,Juel Taylor,667
1299,Shang-Chi and the Legend of the Ten Rings,7.4,423000,71,PG-13,2021,2h 12m,Destin Daniel Cretton,669
1300,Polar,6.3,97000,19,TV-MA,2019,1h 58m,Jonas Ãkerlund,670
1301,Sea of Love,6.8,44000,66,R,1989,1h 53m,Harold Becker,671
1302,Piranha 3D,5.5,96000,53,R,2010,1h 28m,Alexandre Aja,672
1303,Tusk,5.3,62000,55,R,2014,1h 42m,Kevin Smith,674
1304,Dogma,7.3,226000,62,R,1999,2h 10m,Kevin Smith,674
1305,Mallrats,7.0,128000,41,R,1995,1h 34m,Kevin Smith,674
1306,Speed,7.3,385000,78,R,1994,1h 56m,Jan de Bont,675
1307,Twister,6.5,209000,68,PG-13,1996,1h 53m,Jan de Bont,675
