title,year,status,award,movie
Jane Adams,2010,Nominee,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Hung
Rose Byrne,2010,Nominee,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Damages
Kathryn Bigelow,2010,Nominee,Best Director - Motion Picture,"Hurt Locker, The"
Jane Lynch,2010,Nominee,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Glee
James Cameron,2010,Winner,Best Director - Motion Picture,Avatar
Janet McTeer,2010,Nominee,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Into The Storm
Chloë Sevigny,2010,Winner,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Big Love
Michael Emerson,2010,Nominee,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Lost
Jason Reitman,2010,Nominee,Best Director - Motion Picture,Up In The Air
Neil Patrick Harris,2010,Nominee,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",How I Met Your Mother
William Hurt,2010,Nominee,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Damages
Quentin Tarantino,2010,Nominee,Best Director - Motion Picture,Inglourious Basterds
John Lithgow,2010,Winner,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Dexter
Jeremy Piven,2010,Nominee,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Entourage
Michael Giacchino,2010,Winner,Best Original Score - Motion Picture,Up
Marvin Hamlisch,2010,Nominee,Best Original Score - Motion Picture,The Informant!
James Horner,2010,Nominee,Best Original Score - Motion Picture,Avatar
Abel Korzeniowski,2010,Nominee,Best Original Score - Motion Picture,A Single Man
"Karen O, Carter Burwell",2010,Nominee,Best Original Score - Motion Picture,Where The Wild Things Are
"""Cinema Italiano""",2010,Nominee,Best Original Song - Motion Picture,Nine
"""(I Want To) Come Home""",2010,Nominee,Best Original Song - Motion Picture,Everybody's Fine
I See You,2010,Nominee,Best Original Song - Motion Picture,Avatar
"""The Weary Kind (Theme From Crazy Heart)""",2010,Winner,Best Original Song - Motion Picture,Crazy Heart
"""Winter""",2010,Nominee,Best Original Song - Motion Picture,Brothers
Clint Eastwood,2010,Nominee,Best Director - Motion Picture,Invictus
Big Love,2010,Nominee,Best Television Series - Drama,
Dexter,2010,Nominee,Best Television Series - Drama,
House,2010,Nominee,Best Television Series - Drama,
Mad Men,2010,Winner,Best Television Series - Drama,
True Blood,2010,Nominee,Best Television Series - Drama,
30 Rock,2010,Nominee,Best Television Series - Musical or Comedy,
I See You,2010,Nominee,Best Original Song - Motion Picture,Avatar
"""The Weary Kind (Theme From Crazy Heart)""",2010,Winner,Best Original Song - Motion Picture,Crazy Heart
"""Winter""",2010,Nominee,Best Original Song - Motion Picture,Brothers
Clint Eastwood,2010,Nominee,Best Director - Motion Picture,Invictus
Big Love,2010,Nominee,Best Television Series - Drama,
Dexter,2010,Nominee,Best Television Series - Drama,
House,2010,Nominee,Best Television Series - Drama,
Mad Men,2010,Winner,Best Television Series - Drama,
True Blood,2010,Nominee,Best Television Series - Drama,
30 Rock,2010,Nominee,Best Television Series - Musical or Comedy,
I See You,2010,Nominee,Best Original Song - Motion Picture,Avatar
"""The Weary Kind (Theme From Crazy Heart)""",2010,Winner,Best Original Song - Motion Picture,Crazy Heart
"""Winter""",2010,Nominee,Best Original Song - Motion Picture,Brothers
Clint Eastwood,2010,Nominee,Best Director - Motion Picture,Invictus
Big Love,2010,Nominee,Best Television Series - Drama,
Dexter,2010,Nominee,Best Television Series - Drama,
House,2010,Nominee,Best Television Series - Drama,
Mad Men,2010,Winner,Best Television Series - Drama,
True Blood,2010,Nominee,Best Television Series - Drama,
30 Rock,2010,Nominee,Best Television Series - Musical or Comedy,
Grey Gardens,2010,Winner,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",
Into The Storm,2010,Nominee,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",
Little Dorrit,2010,Nominee,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",
Taking Chance,2010,Nominee,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",
(500) Days of Summer,2010,Nominee,Best Motion Picture - Musical or Comedy,
"Hangover, The",2010,Winner,Best Motion Picture - Musical or Comedy,
It's Complicated,2010,Nominee,Best Motion Picture - Musical or Comedy,
Julie & Julia,2010,Nominee,Best Motion Picture - Musical or Comedy,
Nine,2010,Nominee,Best Motion Picture - Musical or Comedy,
Cloudy With A Chance Of Meatballs,2010,Nominee,Best Motion Picture - Animated,
Coraline,2010,Nominee,Best Motion Picture - Animated,
Fantastic Mr. Fox,2010,Nominee,Best Motion Picture - Animated,
"Princess And The Frog, The",2010,Nominee,Best Motion Picture - Animated,
Up,2010,Winner,Best Motion Picture - Animated,
"Neill Blomkamp, Terri Tatchell",2010,Nominee,Best Screenplay - Motion Picture,District 9
Mark Boal,2010,Nominee,Best Screenplay - Motion Picture,"Hurt Locker, The"
Nancy Meyers,2010,Nominee,Best Screenplay - Motion Picture,It's Complicated
"Jason Reitman, Sheldon Turner",2010,Winner,Best Screenplay - Motion Picture,Up In The Air
Quentin Tarantino,2010,Nominee,Best Screenplay - Motion Picture,Inglourious Basterds
Meryl Streep,2009,Nominee,Best Performance by an Actress in a Motion Picture - Drama,Doubt
Anne Hathaway,2009,Nominee,Best Performance by an Actress in a Motion Picture - Drama,Rachel Getting Married
Angelina Jolie,2009,Nominee,Best Performance by an Actress in a Motion Picture - Drama,Changeling
Kristin Scott Thomas,2009,Nominee,Best Performance by an Actress in a Motion Picture - Drama,I've Loved You So Long
Kate Winslet,2009,Winner,Best Performance by an Actress in a Motion Picture - Drama,Revolutionary Road
Leonardo DiCaprio,2009,Nominee,Best Performance by an Actor in a Motion Picture - Drama,Revolutionary Road
Frank Langella,2009,Nominee,Best Performance by an Actor in a Motion Picture - Drama,Frost/Nixon
Sean Penn,2009,Nominee,Best Performance by an Actor in a Motion Picture - Drama,Milk
Brad Pitt,2009,Nominee,Best Performance by an Actor in a Motion Picture - Drama,The Curious Case of Benjamin Button
Mickey Rourke,2009,Winner,Best Performance by an Actor in a Motion Picture - Drama,The Wrestler
Rebecca Hall,2009,Nominee,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Vicky Cristina Barcelona
Sally Hawkins,2009,Winner,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Happy-Go-Lucky
Frances McDormand,2009,Nominee,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Burn After Reading
Meryl Streep,2009,Nominee,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Mamma Mia!
Emma Thompson,2009,Nominee,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Last Chance Harvey
Javier Bardem,2009,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Vicky Cristina Barcelona
Colin Farrell,2009,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy,In Bruges
James Franco,2009,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Pineapple Express
Brendan Gleeson,2009,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy,In Bruges
Dustin Hoffman,2009,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Last Chance Harvey
The Baader Meinhof Complex,2009,Nominee,Best Motion Picture – Non-English Language,
Everlasting Moments,2009,Nominee,Best Motion Picture – Non-English Language,
Gomorrah,2009,Nominee,Best Motion Picture – Non-English Language,
I've Loved You So Long,2009,Nominee,Best Motion Picture – Non-English Language,
Waltz with Bashir,2009,Winner,Best Motion Picture – Non-English Language,
Amy Adams,2009,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture,Doubt
Penélope Cruz,2009,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture,Vicky Cristina Barcelona
Viola Davis,2009,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture,Doubt
Marisa Tomei,2009,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture,The Wrestler
Kate Winslet,2009,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,"Reader, The"
Tom Cruise,2009,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture,Tropic Thunder
Robert Downey Jr.,2009,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture,Tropic Thunder
Ralph Fiennes,2009,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture,"Duchess, The"
Philip Seymour Hoffman,2009,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture,Doubt
Heath Ledger,2009,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,"Dark Knight, The"
Danny Boyle,2009,Winner,Best Director - Motion Picture,Slumdog Millionaire
Stephen Daldry,2009,Nominee,Best Director - Motion Picture,"Reader, The"
David Fincher,2009,Nominee,Best Director - Motion Picture,The Curious Case of Benjamin Button
Ron Howard,2009,Nominee,Best Director - Motion Picture,Frost/Nixon
Sam Mendes,2009,Nominee,Best Director - Motion Picture,Revolutionary Road
Alexandre Desplat,2009,Nominee,Best Original Score - Motion Picture,The Curious Case of Benjamin Button
Clint Eastwood,2009,Nominee,Best Original Score - Motion Picture,Changeling
James Newton Howard,2009,Nominee,Best Original Score - Motion Picture,Defiance
A. R. Rahman,2009,Winner,Best Original Score - Motion Picture,Slumdog Millionaire
Hans Zimmer,2009,Nominee,Best Original Score - Motion Picture,Frost/Nixon
Sally Field,2009,Nominee,Best Performance by an Actress In A Television Series - Drama,Brothers & Sisters
Mariska Hargitay,2009,Nominee,Best Performance by an Actress In A Television Series - Drama,Law & Order
January Jones,2009,Nominee,Best Performance by an Actress In A Television Series - Drama,Mad Men
Anna Paquin,2009,Winner,Best Performance by an Actress In A Television Series - Drama,True Blood
Kyra Sedgwick,2009,Nominee,Best Performance by an Actress In A Television Series - Drama,"Closer, The"
